,annotation,id,convopath_id
51,neutral,1592619845165543424,15924757989337374721165
52,neutral,1592628799153504257,15924757989337374721165
53,neutral,1592784352089608192,15924757989337374721165
54,neutral,1592861064420823041,15924757989337374721165
55,neutral,1592866859103444994,15924757989337374721165
56,neutral,1593001294213812225,15924757989337374721165
57,neutral,1593054962564857857,15924757989337374721165
58,neutral,1593348823707013120,15924757989337374721165
59,neutral,1593491065490886661,15924757989337374721165
60,neutral,1593491139260203008,15924757989337374721165
61,neutral,1593582111222554625,15924757989337374721165
62,neutral,1593607991072260096,15924757989337374721165
63,neutral,1593608055089815552,15924757989337374721165
64,neutral,1593608117329313793,15924757989337374721165
65,neutral,1593637618436243456,15924757989337374721165
66,neutral,1593638152706596869,15924757989337374721165
67,neutral,1593638425936142336,15924757989337374721165
69,neutral,1592598851755581443,1592475798933737472910
70,neutral,1592601405533327360,1592475798933737472910
72,neutral,1592484994840408064,1592475798933737472922
73,neutral,1592604323951054848,1592475798933737472922
74,neutral,1592479360732520449,159247936073252044929
75,neutral,1592480742910865409,159247936073252044929
76,abusive,1592481473361514496,159247936073252044929
77,counter,1592483870171336704,159247936073252044929
78,neutral,1592489073650040833,159247936073252044929
79,neutral,1592491346086236160,159247936073252044929
80,abusive,1592494610097790976,159247936073252044929
81,counter,1592497731985367040,159247936073252044929
82,neutral,1592499626938355712,159247936073252044929
83,neutral,1592505815420006401,159247936073252044929
84,abusive,1592517941253361665,159247936073252044929
85,counter,1592543298782388224,159247936073252044929
86,abusive,1592482436226899969,1592482436226899969332
88,counter,1592834972884533250,1592482436226899969342
89,neutral,1592499691828101122,159249969182810112214
90,neutral,1592640062612983808,159249969182810112214
91,neutral,1593008923497627649,159249969182810112214
93,neutral,1592500898558664705,1592499691828101122193
94,neutral,1592517831429693442,1592499691828101122193
95,abusive,1592561374814928897,1592499691828101122193
97,neutral,1592507754610298881,1592499691828101122399
99,neutral,1592501359995392000,1592499691828101122407
100,abusive,1592504861492674562,1592499691828101122407
101,counter,1592530899962580992,1592499691828101122407
102,neutral,1592869379951452161,1592499691828101122407
104,abusive,1592507714156232705,1592499691828101122443
105,counter,1592726725812965377,1592499691828101122443
106,neutral,1592522186337972225,1592522186337972225313
107,neutral,1592523539240071172,1592522186337972225313
108,neutral,1592524959842455553,1592522186337972225313
109,neutral,1592537243411173376,1592522186337972225313
110,neutral,1592537555957956614,1592522186337972225313
111,not understandable,1592542356607467521,1592522186337972225313
112,neutral,1592551469835685888,1592522186337972225313
113,neutral,1592553459387334658,1592522186337972225313
114,neutral,1592553973369954305,1592522186337972225313
115,neutral,1592555863382032385,1592522186337972225313
116,neutral,1592557923187961858,1592522186337972225313
117,neutral,1592561860628615169,1592522186337972225313
118,neutral,1592563802775900160,1592522186337972225313
119,neutral,1592569455711645699,1592522186337972225313
120,neutral,1592572439242080256,1592522186337972225313
121,not understandable,1592615613020921858,159261561302092185824
122,neutral,1592620927992623104,159261561302092185824
123,abusive,1592641627092549632,159261561302092185824
125,neutral,1592615867283836929,1592615613020921858394
126,abusive,1592616284650627072,1592615613020921858394
127,neutral,1592726668208091137,1592615613020921858394
129,abusive,1592624316897964032,1592615613020921858488
130,neutral,1592635680320270336,1592615613020921858488
131,neutral,1592648604430524417,1592615613020921858488
132,not understandable,1592648810047897600,1592615613020921858488
134,neutral,1592616189561548800,1592615613020921858664
135,neutral,1592646505957326849,1592615613020921858664
136,neutral,1592761755645935617,1592615613020921858664
138,abusive,1592640124663521281,159261561302092185897
139,abusive,1592695512641441792,159261561302092185897
140,not understandable,1592618295492247552,1592618295492247552101
141,abusive,1592621855130935296,1592618295492247552101
142,counter,1592632187899105280,1592618295492247552101
143,counter,1592632454405586944,1592618295492247552101
145,neutral,1592642250361929729,1592618295492247552239
146,neutral,1592646765882507265,1592618295492247552239
147,neutral,1592647302740856832,1592618295492247552239
148,neutral,1592824458699763712,1592618295492247552239
149,neutral,1593084147853320192,1592618295492247552239
151,neutral,1592620758928625666,1592618295492247552598
152,neutral,1592623018182049792,1592618295492247552598
153,neutral,1592669596431298560,1592618295492247552598
155,neutral,1592621444487184385,1592618295492247552849
156,abusive,1592651048065597442,1592618295492247552849
158,not understandable,1592621805927555072,1592618295492247552861
159,neutral,1592772262733656064,1592618295492247552861
160,neutral,1592963980712378368,1592618295492247552861
161,neutral,1592964427363782656,1592618295492247552861
162,neutral,1592964644297129984,1592618295492247552861
164,neutral,1592619215458299904,1592618295492247552884
165,neutral,1592626398837215232,1592618295492247552884
166,abusive,1592639601126277120,1592618295492247552884
167,abusive,1592619586872283137,1592619586872283137394
168,counter,1593162266568187906,1592619586872283137394
169,neutral,1592804909598277632,1592804909598277632104
170,neutral,1592818526213255168,1592804909598277632104
171,neutral,1592829114477871109,1592804909598277632104
172,neutral,1592949226287558656,1592804909598277632104
173,abusive,1592856216241569792,159285621624156979234
174,counter,1592862934480605184,159285621624156979234
176,counter,1592856649555140608,159285621624156979295
177,neutral,1592961291538530304,159285621624156979295
178,neutral,1592858815254257664,1592858815254257664177
179,neutral,1592932777988874240,1592858815254257664177
180,abusive,1592948166089146368,1592858815254257664177
182,neutral,1592966365455224833,1592858815254257664528
183,neutral,1593147225143914496,1592858815254257664528
184,neutral,1593182664475181057,1592858815254257664528
185,neutral,1593207531723460608,1592858815254257664528
186,neutral,1593211637884162048,1592858815254257664528
187,neutral,1593255185119211522,1592858815254257664528
188,neutral,1593291856540012546,1592858815254257664528
189,neutral,1594325659358216192,1592858815254257664528
190,neutral,1594327079025315840,1592858815254257664528
191,neutral,1594346307162079232,1592858815254257664528
192,neutral,1594348629585805313,1592858815254257664528
193,neutral,1594351863142395904,1592858815254257664528
194,neutral,1594367177162981378,1592858815254257664528
195,neutral,1594373706628956160,1592858815254257664528
196,neutral,1594386602939195394,1592858815254257664528
197,not understandable,1594398061991809025,1592858815254257664528
198,neutral,1594398867768094720,1592858815254257664528
199,neutral,1594401583290368000,1592858815254257664528
200,neutral,1594406410061856769,1592858815254257664528
201,neutral,1594420082532560896,1592858815254257664528
202,neutral,1592871687900762113,159285881525425766488
203,neutral,1592972197056114688,159285881525425766488
204,abusive,1592876831631294466,1592876831631294466140
205,counter,1592957464340623360,1592876831631294466140
206,abusive,1592882544546287616,1592882544546287616180
207,counter,1593086639701921792,1592882544546287616180
209,neutral,1592884348600344578,1592882544546287616941
210,neutral,1592885283040923648,1592882544546287616941
211,neutral,1593662742124175361,1592882544546287616941
212,neutral,1593920921760403458,1592882544546287616941
214,neutral,1592917305570521090,1592882544546287616981
215,neutral,1593085664358461440,1592882544546287616981
216,neutral,1593159698790117376,1592903068873814018118
217,neutral,1592903068873814018,1592903068873814018118
218,neutral,1592959610201477122,1592903068873814018118
219,neutral,1592909002853474306,1592909002853474306131
220,neutral,1592915997681659904,1592909002853474306131
221,neutral,1592920774146334720,1592909002853474306131
222,not understandable,1592954226262814720,1592909002853474306131
223,neutral,1593021677101027328,1592909002853474306131
224,neutral,1592943768730472448,159294376873047244827
225,abusive,1593209971663343616,159294376873047244827
226,counter,1593388566570307590,159294376873047244827
228,abusive,1592944848218517505,159294376873047244871
229,counter,1592966791948795905,159294376873047244871
230,abusive,1593198510614405121,159294376873047244871
231,counter,1593200670135681024,159294376873047244871
232,neutral,1593202311610134529,159294376873047244871
233,neutral,1593202560655294464,159294376873047244871
234,neutral,1593202959676231681,159294376873047244871
236,abusive,1593267496487993346,159294376873047244886
237,counter,1593397671254974464,159294376873047244886
238,neutral,1592973809136852992,159297380913685299223
239,abusive,1592981110421848064,159297380913685299223
240,not understandable,1593026032764088321,159297380913685299223
241,neutral,1593139911678431233,1593139911678431233388
242,neutral,1593140936682635264,1593139911678431233388
243,abusive,1593143938126581760,1593139911678431233388
244,counter,1593148606634074112,1593139911678431233388
245,neutral,1593202359756533760,1593139911678431233388
247,neutral,1593150746094338049,159313991167843123362
248,neutral,1593161102531391488,159313991167843123362
250,neutral,1593142158038818817,159313991167843123382
251,neutral,1593624421159370753,159313991167843123382
252,neutral,1593161111423299584,1593161111423299584102
253,neutral,1593163339513090049,1593161111423299584102
254,neutral,1593163732192227335,1593161111423299584102
255,neutral,1593275847015895046,1593161111423299584102
256,neutral,1593483612908920832,1593161111423299584102
258,not understandable,1593161546842402816,1593161111423299584246
259,abusive,1593172377957208064,1593161111423299584246
260,counter,1593193153900974082,1593161111423299584246
261,abusive,1593295485317644288,1593161111423299584246
262,counter,1593324547704504321,1593161111423299584246
263,abusive,1593330190045876224,1593161111423299584246
264,counter,1593363524377628673,1593161111423299584246
265,abusive,1593363957120638976,1593161111423299584246
266,counter,1593366596168421376,1593161111423299584246
267,neutral,1593373925639168004,1593161111423299584246
268,neutral,1593185623774756864,1593185623774756864116
269,neutral,1593186339255881728,1593185623774756864116
270,neutral,1593565348946739200,1593185623774756864116
271,neutral,1593583523943923719,1593185623774756864116
273,neutral,1593187136999522305,159318562377475686426
274,neutral,1593206625871220739,159318562377475686426
275,neutral,1593203857521537024,1593203857521537024100
276,neutral,1593205987741413376,1593203857521537024100
277,neutral,1593216665604730881,1593203857521537024100
278,neutral,1593375870483300353,1593375870483300353108
279,neutral,1593376365511843842,1593375870483300353108
280,neutral,1593380739424346112,1593375870483300353108
281,neutral,1593508954126094343,1593375870483300353108
282,neutral,1593611618520338433,1593375870483300353108
283,abusive,1593717689033310211,1593375870483300353108
284,counter,1593728790827606019,1593375870483300353108
285,neutral,1593826206750736384,1593375870483300353108
286,neutral,1594057076061638656,1593375870483300353108
288,neutral,1593376886796832776,1593375870483300353185
289,abusive,1593495253406859266,1593375870483300353185
290,counter,1593498600876679168,1593375870483300353185
291,neutral,1593503644770619393,1593375870483300353185
292,counter,1593525810299686913,1593375870483300353185
293,counter,1593526348613668868,1593375870483300353185
295,neutral,1593538883026882561,1593375870483300353193
296,neutral,1593605462544596995,1593375870483300353193
297,neutral,1593623252131266561,1593375870483300353193
298,abusive,1593685104727031808,1593375870483300353193
300,neutral,1593378382745460736,1593375870483300353496
301,neutral,1593379874554748929,1593375870483300353496
302,neutral,1593385166101221378,1593375870483300353496
303,neutral,1593385632667246593,1593375870483300353496
304,neutral,1593525966298648578,1593375870483300353496
305,neutral,1593530314881540096,1593375870483300353496
308,neutral,1593378813949493248,159337587048330035381
309,neutral,1593379250723323905,159337587048330035381
310,neutral,1593382004149600257,159337587048330035381
311,neutral,1593382238481108993,159337587048330035381
312,neutral,1593391026537988100,159337587048330035381
313,neutral,1593474693020917761,159337587048330035381
314,neutral,1593487746500280322,159337587048330035381
315,neutral,1593520932588601344,159337587048330035381
316,neutral,1593513899994845184,1593513899994845184134
317,neutral,1593521148632760325,1593513899994845184134
318,neutral,1593523033863503874,1593513899994845184134
320,abusive,1593661855402262529,159351389999484518420
321,neutral,1593662099305152512,159351389999484518420
322,neutral,1593527831778164736,159352783177816473645
323,neutral,1593548921531498497,159352783177816473645
324,neutral,1593845281086390273,159352783177816473645
325,abusive,1593540816458452992,1593540816458452992112
326,counter,1593681930284941312,1593540816458452992112
327,neutral,1593842887179075585,1593540816458452992112
329,counter,1593658758621716480,1593540816458452992255
331,abusive,1593603519461965831,1593540816458452992324
332,neutral,1593604200902041600,1593540816458452992324
333,neutral,1593575487007334403,159357548700733440318
334,neutral,1593633471448158209,159357548700733440318
335,abusive,1593673475834744832,159357548700733440318
336,neutral,1593612743243874304,159361274324387430410
337,neutral,1593709767343628288,159361274324387430410
338,neutral,1593712339341172747,159361274324387430410
339,neutral,1594011062126653440,159361274324387430410
341,neutral,1593618460252246016,1593612743243874304190
342,abusive,1593702918397595649,1593612743243874304190
343,counter,1593716412689678337,1593612743243874304190
344,neutral,1593993645958594562,1593612743243874304190
345,neutral,1594015090214375426,1593612743243874304190
346,counter,1594018929642455046,1593612743243874304190
347,abusive,1593639524093026307,159363952409302630799
348,abusive,1593659255365722112,159363952409302630799
349,counter,1593670104650334212,159363952409302630799
350,neutral,1593671323850575872,159363952409302630799
351,abusive,1593672679588040717,159363952409302630799
352,counter,1593673442880110593,159363952409302630799
353,neutral,1593675784400650241,159363952409302630799
354,neutral,1593676457808732165,159363952409302630799
355,neutral,1593678035647139840,159363952409302630799
356,neutral,1593683041452433409,159363952409302630799
357,neutral,1593684934417326083,159363952409302630799
358,not understandable,1593695732690821120,159363952409302630799
359,neutral,1593648189239971842,1593648189239971842112
360,not understandable,1593832638342742017,1593648189239971842112
361,neutral,1593896023621046274,1593648189239971842112
362,neutral,1594567895232782340,1593648189239971842112
363,neutral,1594571998667087873,1593648189239971842112
364,neutral,1595437265811128321,1593648189239971842112
366,abusive,1594002768787824642,1593648189239971842394
367,counter,1594003071625211906,1593648189239971842394
368,neutral,1593697145890263041,159369268379244134546
369,neutral,1593692683792441345,159369268379244134546
370,neutral,1593874119107391488,159369268379244134546
371,neutral,1593893389484933123,159369268379244134546
372,neutral,1593961401420107776,159369268379244134546
373,neutral,1593709566679728130,159370956667972813050
374,neutral,1593711868505473026,159370956667972813050
375,neutral,1593716685261123585,159370956667972813050
376,neutral,1593719275704881152,159370956667972813050
377,neutral,1593723865083318272,1593723865083318272118
378,neutral,1593727248170991616,1593723865083318272118
379,neutral,1593729489648992256,1593723865083318272118
380,neutral,1594032094677811220,1593723865083318272118
382,neutral,1593724097417994241,1593723865083318272174
383,neutral,1593724410879389696,1593723865083318272174
384,neutral,1593732541277683712,1593723865083318272174
385,neutral,1593905164271816706,1593723865083318272174
386,neutral,1593941659955462144,1593723865083318272174
388,neutral,1593872201375256576,159372386508331827231
389,neutral,1593948529130708993,159372386508331827231
390,neutral,1594264758533984258,1593922341813239808179
391,neutral,1593922341813239808,1593922341813239808179
392,not understandable,1594104699854135304,1593922341813239808179
394,neutral,1593947585307369474,1593922341813239808189
395,neutral,1594027952081076224,1593922341813239808189
396,neutral,1594032729028452352,1593922341813239808189
397,neutral,1594041365809487872,1593922341813239808189
398,neutral,1594087121727664128,1593922341813239808189
399,neutral,1594093779220566018,1593922341813239808189
400,neutral,1593932209609707520,1593931213789663232308
401,neutral,1593993378546401280,1593931213789663232308
402,neutral,1593996344682811392,1593931213789663232308
403,neutral,1594053649768091652,1593931213789663232308
404,neutral,1594347786228715522,1593931213789663232308
405,neutral,1593931213789663232,1593931213789663232332
406,neutral,1593937724003831809,1593931213789663232332
407,neutral,1594005635204513792,1593931213789663232332
408,neutral,1594009094888759297,1593931213789663232332
409,neutral,1593945471193681920,159394547119368192061
410,neutral,1593947785283321856,159394547119368192061
411,neutral,1593950055731535876,159394547119368192061
412,neutral,1593959587887153152,159394547119368192061
413,neutral,1593962151038914563,159394547119368192061
414,abusive,1594026805387841536,159394547119368192061
415,neutral,1593947720213045250,1593947720213045250109
416,neutral,1593951292367507457,1593947720213045250109
417,neutral,1593959052123508738,1593947720213045250109
418,neutral,1593962350050017281,15939623500500172811060
419,neutral,1593963079963926528,15939623500500172811060
420,neutral,1594102416018137089,15939623500500172811060
421,neutral,1594210218178658305,15939623500500172811060
423,neutral,1594043060824018949,1593962350050017281300
424,neutral,1594044204392456192,1593962350050017281300
426,neutral,1593968677254156288,1593962350050017281743
427,neutral,1593985384685670400,1593962350050017281743
429,neutral,1593991924658368513,159396235005001728190
430,neutral,1593994690768130050,159396235005001728190
431,neutral,1593998864381607939,159396235005001728190
432,neutral,1594005811776274432,159396235005001728190
434,neutral,1594349452747227136,1593962350050017281987
435,neutral,1594726176035061763,1593962350050017281987
436,neutral,1593977653740142595,159397765374014259537
437,not understandable,1594060122761752576,159397765374014259537
438,not understandable,1594074476643172352,159397765374014259537
439,neutral,1594018655314092035,15940186553140920351
440,abusive,1594103468448354304,15940186553140920351
441,counter,1594255653463547906,15940186553140920351
443,abusive,1594248437062856704,1594018655314092035119
444,counter,1594281475310247936,1594018655314092035119
445,neutral,1594048286507376640,159404828650737664059
446,not understandable,1594049068413624320,159404828650737664059
447,neutral,1594218644652797953,159421864465279795327
448,neutral,1594238913803333632,159421864465279795327
449,abusive,1594376789282983936,159421864465279795327
451,neutral,1594235850098876417,159421864465279795348
452,neutral,1594237083140366336,159421864465279795348
453,neutral,1594251162324189184,159421864465279795348
454,abusive,1594279350194810880,159421864465279795348
455,neutral,1594353606610030595,159421864465279795348
456,neutral,1594267660182773760,1594267660182773760299
457,neutral,1594272448006045696,1594267660182773760299
458,neutral,1594291418465460225,1594267660182773760299
459,neutral,1594285692779118594,159428569277911859416
460,neutral,1594292469172436994,159428569277911859416
461,neutral,1594371601860100236,159428569277911859416
463,abusive,1594292991677632512,159428569277911859474
464,counter,1594368078892044288,159428569277911859474
465,neutral,1594303112344489984,1594303112344489984202
466,neutral,1594306454919454720,1594303112344489984202
467,neutral,1594406628182429701,1594303112344489984202
469,abusive,1594421017576984579,1594303112344489984526
470,counter,1595571130861060096,1594303112344489984526
472,neutral,1594336748397793283,1594303112344489984528
473,neutral,1594626930359271424,1594303112344489984528
475,neutral,1594311343284391937,159430311234448998493
476,abusive,1594339215227387905,159430311234448998493
477,counter,1594342088186814470,159430311234448998493
478,abusive,1594557982716854272,159430311234448998493
479,not understandable,1595283316760084482,159430311234448998493
480,neutral,1594303502377181184,15943035023771811843
481,abusive,1594321110405115904,15943035023771811843
482,counter,1594395686459822080,15943035023771811843
483,abusive,1594347263022727168,1594347263022727168149
484,counter,1594363225986027520,1594347263022727168149
485,counter,1594366446393507840,1594347263022727168149
486,counter,1594421012275363842,1594347263022727168149
487,abusive,1594426589730803712,1594347263022727168149
488,abusive,1594461807716048896,1594347263022727168149
489,counter,1594586792761888768,1594347263022727168149
490,abusive,1594614403550564353,1594347263022727168149
491,counter,1594618254659575811,1594347263022727168149
492,abusive,1594619630462672897,1594347263022727168149
493,abusive,1594620558721048576,1594347263022727168149
494,abusive,1594622727641792512,1594347263022727168149
495,counter,1594624247292387328,1594347263022727168149
496,abusive,1594625063839490049,1594347263022727168149
497,counter,1594625741542522880,1594347263022727168149
498,abusive,1594626966359277568,1594347263022727168149
499,counter,1594628528707878915,1594347263022727168149
500,abusive,1594630661209473025,1594347263022727168149
501,counter,1594630961601609728,1594347263022727168149
502,abusive,1594635687957069824,1594347263022727168149
503,not understandable,1594637797939642368,1594347263022727168149
504,abusive,1594638615581261825,1594347263022727168149
505,counter,1594639773066461185,1594347263022727168149
506,abusive,1594640466854793219,1594347263022727168149
507,not understandable,1594646105429516288,1594347263022727168149
508,neutral,1594646650080956416,1594347263022727168149
509,neutral,1594647335971311621,1594347263022727168149
510,abusive,1594648474938900480,1594347263022727168149
511,counter,1594649122690240514,1594347263022727168149
512,neutral,1594708768578740226,1594347263022727168149
513,neutral,1594721644433625089,1594347263022727168149
514,abusive,1594799163711135744,1594347263022727168149
515,abusive,1594805323050942464,1594347263022727168149
516,abusive,1594818687466446881,1594347263022727168149
517,abusive,1594822805199134720,1594347263022727168149
519,counter,1594435756608704513,1594347263022727168577
520,not understandable,1594350275707695107,159435027570769510721
521,abusive,1594407803573395457,159435027570769510721
522,neutral,1594363157035724800,159436315703572480025
523,neutral,1594377795588718593,159436315703572480025
524,neutral,1594427743915188224,159436315703572480025
525,neutral,1594410126685122560,1594410126685122560185
526,abusive,1594411360485507072,1594410126685122560185
527,counter,1594415690290794497,1594410126685122560185
528,neutral,1594643346399846400,1594410126685122560185
530,counter,1594413879207100417,1594410126685122560284
531,abusive,1594416362012938240,1594410126685122560284
532,neutral,1594416579579617280,1594410126685122560284
533,neutral,1594438081884594179,1594410126685122560284
534,neutral,1594441326212550656,1594410126685122560284
535,neutral,1594462738809495552,1594410126685122560284
536,neutral,1594563497395818496,1594410126685122560284
537,neutral,1594579279190319105,1594410126685122560284
538,abusive,1594585983399460868,1594410126685122560284
539,abusive,1594586338363604992,1594410126685122560284
540,abusive,1594587897965027330,1594410126685122560284
541,abusive,1594588218711842817,1594410126685122560284
542,counter,1594591599522373632,1594410126685122560284
543,abusive,1594592996141547520,1594410126685122560284
544,counter,1594593953692672000,1594410126685122560284
545,neutral,1594598287885090817,1594410126685122560284
546,neutral,1594599066532560896,1594410126685122560284
547,neutral,1594600087698677761,1594410126685122560284
548,neutral,1594604702540382208,1594410126685122560284
549,neutral,1594605424032063488,1594410126685122560284
550,neutral,1594611092055293954,1594410126685122560284
551,neutral,1594613351589769216,1594410126685122560284
552,neutral,1594615345821663232,1594410126685122560284
553,neutral,1594616851090362370,1594410126685122560284
554,neutral,1594623112649261056,1594410126685122560284
555,abusive,1594623792629907457,1594410126685122560284
556,counter,1594626221458997250,1594410126685122560284
558,abusive,1594584625753505793,159441012668512256038
559,counter,1594598664739164161,159441012668512256038
561,counter,1594495527856484353,159441012668512256072
562,abusive,1594603435583758339,159441012668512256072
563,neutral,1594442277832859650,1594442277832859650123
564,neutral,1594442960162197505,1594442277832859650123
565,neutral,1594444038991740928,1594442277832859650123
566,neutral,1594448905479012353,1594442277832859650123
567,neutral,1594449966256295936,1594442277832859650123
568,neutral,1594450268124581890,1594442277832859650123
569,neutral,1594451227760545792,1594442277832859650123
570,neutral,1594674277777047552,1594442277832859650123
571,neutral,1594674935976595456,1594442277832859650123
572,neutral,1594683821043089408,1594442277832859650123
573,neutral,1594694160128376840,1594442277832859650123
574,neutral,1594724543557689344,1594442277832859650123
575,neutral,1594731460086628352,1594442277832859650123
577,neutral,1594582268730826753,1594442277832859650238
579,neutral,1594446488607682560,15944422778328596505
580,neutral,1594448046821187584,15944422778328596505
581,neutral,1594449301698187273,15944422778328596505
582,neutral,1594450501726220288,15944422778328596505
583,abusive,1594451230985781250,15944422778328596505
584,neutral,1594453919413207040,15944422778328596505
585,abusive,1594454974016225281,15944422778328596505
586,neutral,1594599907171655680,1594599907171655680272
587,neutral,1594600168254578691,1594599907171655680272
588,abusive,1594600376644370432,1594599907171655680272
589,neutral,1594605124806131712,1594599907171655680272
590,neutral,1594636210244395014,1594636210244395014108
591,abusive,1594650252358959104,1594636210244395014108
592,counter,1594682431113957377,1594636210244395014108
594,abusive,1594832514681827328,15946362102443950146
595,counter,1594985952732217347,15946362102443950146
596,abusive,1594644489679032322,1594644489679032322229
597,counter,1594646171569496064,1594644489679032322229
598,abusive,1594785487994163217,1594644489679032322229
600,counter,1594665053537669121,1594644489679032322260
602,abusive,1594722188896215041,159464448967903232227
604,abusive,1594661980232613889,1594644489679032322388
606,counter,1594647383799140352,1594644489679032322405
607,counter,1594710508216750080,1594644489679032322405
608,neutral,1595011755054608384,1594644489679032322405
609,abusive,1595014802505879552,1594644489679032322405
611,counter,1594674689028268034,1594644489679032322438
613,counter,1594712201297788929,1594644489679032322743
614,neutral,1594645153091813379,159464515309181337966
615,neutral,1594659666369417218,159464515309181337966
616,neutral,1594863367704805379,159464515309181337966
617,neutral,1595642000505716736,15947033970176000004
618,neutral,1594703397017600000,15947033970176000004
619,neutral,1594800113549021184,15947033970176000004
620,neutral,1594731087301054464,1594731087301054464191
621,not understandable,1594745558496940040,1594731087301054464191
622,neutral,1594755648591630336,1594731087301054464191
623,neutral,1594771309984157705,1594731087301054464191
624,neutral,1594772715931828224,1594731087301054464191
625,neutral,1594773996805001216,1594731087301054464191
626,neutral,1594782633837400099,1594731087301054464191
628,neutral,1594747011043139585,159473108730105446427
629,neutral,1594752004466872320,159473108730105446427
630,neutral,1594753340327477255,159473108730105446427
631,neutral,1594755247594946578,159473108730105446427
632,neutral,1594755654161694721,159473108730105446427
633,neutral,1594763572055244801,159473108730105446427
634,neutral,1594764229374283776,159473108730105446427
635,neutral,1594766024146096143,159473108730105446427
636,neutral,1594766329478844423,159473108730105446427
638,abusive,1594744548898504704,1594731087301054464406
639,counter,1594746385106374657,1594731087301054464406
641,neutral,1594763494280335385,1594731087301054464450
642,neutral,1594792539307274240,1594731087301054464450
644,not understandable,1594748436611567616,159473108730105446495
645,neutral,1594985032623558657,159473108730105446495
646,neutral,1594742774427013120,159474277442701312049
647,abusive,1594780145826648064,159474277442701312049
648,counter,1595006877527838720,159474277442701312049
649,abusive,1595682944546668545,159474277442701312049
650,neutral,1594745425998880768,15947454259988807681151
651,neutral,1594747493371232267,15947454259988807681151
652,abusive,1594753149063278592,15947454259988807681151
653,counter,1594769106326228994,15947454259988807681151
655,neutral,1594749720752267264,15947454259988807681453
656,neutral,1594752107260821511,15947454259988807681453
657,abusive,1594755179970183184,15947454259988807681453
658,counter,1594755950308638721,15947454259988807681453
659,neutral,1594757778530357250,15947454259988807681453
661,neutral,1594756160531349515,1594745425998880768638
662,neutral,1594779392177471488,1594745425998880768638
664,neutral,1594745672833581119,1594745425998880768904
665,neutral,1594769141143334912,1594745425998880768904
666,neutral,1594769747035529218,1594769747035529218203
667,neutral,1594774418827403264,1594769747035529218203
668,neutral,1594796785393876994,1594769747035529218203
669,neutral,1594812099309576195,1594769747035529218203
670,neutral,1595192215676002308,1594769747035529218203
672,neutral,1594795853918642183,1594769747035529218479
673,neutral,1595315898579288064,1594769747035529218479
675,neutral,1594769923951263744,1594769747035529218560
676,neutral,1594785550287966252,1594769747035529218560
677,abusive,1595128364146491392,1594769747035529218560
678,counter,1595130683290439680,1594769747035529218560
679,neutral,1595131676992339968,1594769747035529218560
680,neutral,1595132200999350272,1594769747035529218560
681,abusive,1595133353191444480,1594769747035529218560
682,counter,1595135354881052672,1594769747035529218560
683,abusive,1594943648692867073,1594943648692867073207
684,counter,1594946559736950784,1594943648692867073207
685,abusive,1594948373135740928,1594943648692867073207
686,abusive,1594949973711388674,1594943648692867073207
687,not understandable,1595022203237851136,1594943648692867073207
688,neutral,1594959344495316992,1594959344495316992148
689,neutral,1594960783280312320,1594959344495316992148
690,neutral,1594974769434316800,1594959344495316992148
691,neutral,1594984133591445506,1594959344495316992148
